0.100554 , 0.104304 , 97.473 , 0.055044 , 0 , 0.821379 , 0.139989 , 4 , -28.725 , 0.039342 , 0.299646 , 1
0.591907 , 0.385396 , 132.004 , 0.030195 , 1 , 0.862269 , 0.553193 , 4 , -6.912 , 0.41091 , 0.838233 , 1
0.289841 , 0.101495 , 118.493 , 0.034733 , 1 , 0.93187 , 0.305495 , 3 , -10.649 , 0.172516 , 4.4e-05 , 1
0.466409 , 0.176728 , 170.558 , 0.035225 , 1 , 0.617078 , 0.228978 , 4 , -8.656 , 0.124573 , 4e-06 , 1
0.27758 , 0.109423 , 81.173 , 0.037729 , 1 , 0.890263 , 0.180583 , 3 , -9.625 , 0.084501 , 3e-05 , 1
0.074893 , 0.144898 , 102.569 , 0.05583 , 1 , 0.993265 , 0.312917 , 4 , -26.031 , 0.267745 , 0.268172 , 1
0.445624 , 0.115052 , 101.323 , 0.044579 , 1 , 0.489372 , 0.681739 , 4 , -11.789 , 0.066865 , 0.85204 , 1
0.10323 , 0.247486 , 101.981 , 0.076323 , 0 , 0.95163 , 0.654821 , 3 , -30.665 , 0.963401 , 0.0 , 1
0.202225 , 0.091482 , 81.223 , 0.054446 , 0 , 0.881263 , 0.276384 , 4 , -17.307 , 0.173094 , 0.502086 , 1
0.195548 , 0.177792 , 172.424 , 0.072935 , 0 , 0.90287 , 0.334572 , 3 , -17.766 , 0.310448 , 0.498877 , 1
0.029688 , 0.187617 , 89.404 , 0.044555 , 0 , 0.930023 , 0.152102 , 4 , -25.624 , 0.063531 , 0.433561 , 1
0.057119 , 0.052185 , 129.053 , 0.043559 , 1 , 0.945171 , 0.3992 , 4 , -20.168 , 0.320827 , 0.229783 , 1
0.33166 , 0.115057 , 131.186 , 0.066584 , 0 , 0.85272 , 0.440416 , 3 , -14.466 , 0.611702 , 0.079016 , 1
0.099948 , 0.162098 , 93.076 , 0.04644 , 1 , 0.934015 , 0.164885 , 4 , -23.166 , 0.039756 , 0.309561 , 1
0.041364 , 0.070244 , 90.805 , 0.047749 , 1 , 0.82338 , 0.159723 , 3 , -28.447 , 0.079512 , 0.024777 , 1
0.044394 , 0.229155 , 125.42 , 0.048115 , 0 , 0.921319 , 0.276863 , 4 , -24.211 , 0.088376 , 0.128041 , 1
0.283855 , 0.098169 , 71.916 , 0.040533 , 1 , 0.964514 , 0.262209 , 4 , -13.35 , 0.175413 , 0.000137 , 1
0.210031 , 0.627187 , 84.9 , 0.073342 , 0 , 0.913715 , 0.402901 , 4 , -19.821 , 0.359462 , 0.540283 , 1
0.378801 , 0.081771 , 164.31 , 0.043925 , 0 , 0.346978 , 0.39506 , 3 , -15.507 , 0.380784 , 0.114997 , 1
0.368344 , 0.098248 , 144.109 , 0.035765 , 0 , 0.886001 , 0.157108 , 4 , -11.757 , 0.06484 , 0.002441 , 1
0.072796 , 0.250127 , 124.522 , 0.043605 , 1 , 0.930815 , 0.41987 , 4 , -21.071 , 0.420563 , 0.477348 , 1
0.184671 , 0.10258 , 80.95 , 0.036081 , 1 , 0.984223 , 0.214448 , 3 , -14.117 , 0.054811 , 0.019877 , 1
0.468292 , 0.093062 , 91.381 , 0.034029 , 1 , 0.859058 , 0.189293 , 3 , -6.439 , 0.228255 , 1e-06 , 1
0.235574 , 0.088682 , 88.79 , 0.053964 , 0 , 0.986798 , 0.463699 , 4 , -17.428 , 0.412844 , 0.793305 , 1
0.12288 , 0.09774 , 86.51 , 0.038037 , 1 , 0.961193 , 0.179684 , 3 , -17.224 , 0.038301 , 0.010123 , 1
0.368253 , 0.112119 , 76.433 , 0.030664 , 1 , 0.856309 , 0.278645 , 4 , -8.373 , 0.267223 , 1.7e-05 , 1
0.178725 , 0.082523 , 79.814 , 0.048373 , 0 , 0.954507 , 0.328206 , 4 , -15.181 , 0.204896 , 0.858779 , 1
0.053416 , 0.139954 , 96.664 , 0.046275 , 0 , 0.926013 , 0.187812 , 4 , -24.727 , 0.031725 , 0.105989 , 1
0.24217 , 0.117396 , 77.104 , 0.039797 , 1 , 0.964401 , 0.539685 , 4 , -11.453 , 0.469724 , 0.003016 , 1
0.170565 , 0.164699 , 87.232 , 0.04123 , 1 , 0.953494 , 0.297668 , 4 , -14.183 , 0.087438 , 0.75057 , 1
0.119861 , 0.111592 , 85.176 , 0.052118 , 1 , 0.954589 , 0.36962 , 4 , -20.464 , 0.222443 , 0.327298 , 1
0.854332 , 0.206412 , 151.721 , 0.071722 , 0 , 0.263175 , 0.392543 , 4 , -6.376 , 0.302287 , 0.754211 , 1
0.590115 , 0.183306 , 149.846 , 0.029708 , 0 , 0.729301 , 0.577038 , 3 , -4.831 , 0.207541 , 9e-06 , 1
0.632049 , 0.119775 , 132.363 , 0.03703 , 1 , 0.314843 , 0.519836 , 4 , -5.698 , 0.293304 , 0.000539 , 1
0.248528 , 0.126412 , 89.158 , 0.068971 , 1 , 0.850974 , 0.635496 , 4 , -13.695 , 0.468587 , 0.854175 , 1
0.057358 , 0.106993 , 147.573 , 0.032347 , 0 , 0.919346 , 0.382795 , 3 , -25.24 , 0.110922 , 0.003704 , 1
0.146846 , 0.132772 , 73.488 , 0.050633 , 1 , 0.987868 , 0.22976 , 4 , -13.738 , 0.180094 , 0.022795 , 1
0.309186 , 0.059669 , 139.901 , 0.043823 , 0 , 0.604811 , 0.295857 , 4 , -8.85 , 0.14918 , 0.239366 , 1
0.061634 , 0.086464 , 89.512 , 0.04694 , 1 , 0.993897 , 0.158298 , 3 , -21.235 , 0.153651 , 0.648034 , 1
0.2852 , 0.126834 , 123.043 , 0.042241 , 1 , 0.060801 , 0.27588 , 4 , -13.443 , 0.23067 , 0.617756 , 1
0.113666 , 0.234691 , 77.695 , 0.044059 , 1 , 0.987964 , 0.182353 , 3 , -16.602 , 0.037958 , 0.005478 , 1
0.069259 , 0.074803 , 76.418 , 0.035054 , 1 , 0.994352 , 0.067195 , 4 , -22.493 , 0.026746 , 0.165937 , 1
0.13495 , 0.136002 , 132.238 , 0.04361 , 0 , 0.94183 , 0.366146 , 4 , -24.093 , 0.492632 , 0.881112 , 1
0.095554 , 0.196185 , 113.106 , 0.045863 , 1 , 0.940634 , 0.376766 , 3 , -20.54 , 0.329033 , 0.003459 , 1
0.032328 , 0.213884 , 121.138 , 0.053457 , 0 , 0.989686 , 0.356146 , 4 , -21.5 , 0.245168 , 0.012613 , 1
0.437625 , 0.078449 , 134.901 , 0.045593 , 1 , 0.285264 , 0.459347 , 4 , -14.369 , 0.416445 , 0.753876 , 1
0.089234 , 0.240907 , 129.223 , 0.05288 , 1 , 0.992941 , 0.360878 , 4 , -17.88 , 0.623358 , 0.080257 , 1
0.357913 , 0.200199 , 98.596 , 0.053403 , 1 , 0.945894 , 0.40404 , 4 , -9.142 , 0.445467 , 0.0 , 1
0.034176 , 0.139286 , 77.917 , 0.064283 , 1 , 0.968816 , 0.320134 , 4 , -23.159 , 0.038941 , 0.003536 , 1
0.037074 , 0.100935 , 80.381 , 0.046763 , 0 , 0.994645 , 0.435874 , 4 , -25.551 , 0.264492 , 0.916565 , 1
0.202451 , 0.098038 , 98.3 , 0.051707 , 0 , 0.509619 , 0.390426 , 5 , -12.879 , 0.275115 , 0.932843 , 1
0.373497 , 0.125151 , 177.496 , 0.035522 , 1 , 0.750906 , 0.145491 , 3 , -10.104 , 0.153485 , 7.5e-05 , 1
0.06189 , 0.285759 , 82.039 , 0.046597 , 0 , 0.484956 , 0.217242 , 5 , -29.946 , 0.075557 , 0.800931 , 1
0.367348 , 0.093781 , 121.514 , 0.031814 , 1 , 0.922942 , 0.616887 , 3 , -16.117 , 0.834076 , 0.928712 , 1
0.295778 , 0.376442 , 155.751 , 0.048343 , 0 , 0.834552 , 0.255965 , 4 , -17.377 , 0.148333 , 0.4552 , 1
0.238368 , 0.080247 , 157.669 , 0.047904 , 1 , 0.974839 , 0.420229 , 4 , -20.425 , 0.394732 , 0.468113 , 1
0.316219 , 0.102241 , 61.478 , 0.039782 , 1 , 0.951664 , 0.209976 , 4 , -12.064 , 0.07012 , 3.9e-05 , 1
0.102446 , 0.141543 , 132.382 , 0.049383 , 1 , 0.982576 , 0.508885 , 4 , -16.483 , 0.481494 , 0.0 , 1
0.226329 , 0.149223 , 128.329 , 0.040384 , 1 , 0.227313 , 0.248644 , 4 , -12.204 , 0.037052 , 0.009171 , 1
0.648742 , 0.180275 , 136.012 , 0.044177 , 1 , 0.475333 , 0.634368 , 4 , -6.125 , 0.387041 , 2e-06 , 1
0.045315 , 0.086575 , 101.898 , 0.039192 , 1 , 0.962379 , 0.244328 , 4 , -27.731 , 0.122011 , 0.005576 , 1
0.261461 , 0.121763 , 91.663 , 0.036545 , 0 , 0.916477 , 0.24025 , 3 , -10.023 , 0.091248 , 0.000143 , 1
0.447794 , 0.140635 , 192.069 , 0.054911 , 1 , 0.953465 , 0.193985 , 4 , -7.02 , 0.176086 , 6e-06 , 1
0.162259 , 0.098072 , 102.426 , 0.039412 , 1 , 0.990739 , 0.396605 , 4 , -16.782 , 0.127328 , 0.561316 , 1
0.100374 , 0.117071 , 100.813 , 0.039684 , 1 , 0.704358 , 0.139107 , 4 , -20.09 , 0.034651 , 0.610207 , 1
0.323528 , 0.183807 , 76.199 , 0.038305 , 1 , 0.932543 , 0.325741 , 4 , -10.911 , 0.177511 , 0.202335 , 1
0.180822 , 0.090544 , 53.769 , 0.035356 , 0 , 0.710564 , 0.130529 , 4 , -18.791 , 0.034876 , 0.956691 , 1
0.830495 , 0.665078 , 162.554 , 0.91453 , 1 , 0.92845 , 0.511794 , 4 , -13.669 , 0.337901 , 3.6e-05 , 1
0.248625 , 0.073698 , 132.242 , 0.038441 , 1 , 0.973403 , 0.227566 , 4 , -12.844 , 0.0759 , 0.000953 , 1
0.020531 , 0.129761 , 72.321 , 0.057584 , 0 , 0.940546 , 0.212647 , 4 , -28.862 , 0.108174 , 0.005008 , 1
0.16035 , 0.073561 , 84.31 , 0.048577 , 1 , 0.762455 , 0.236652 , 4 , -21.366 , 0.072344 , 0.586214 , 1
0.117174 , 0.066068 , 94.691 , 0.048485 , 0 , 0.963871 , 0.384629 , 4 , -19.869 , 0.20547 , 0.28082 , 1
0.565604 , 0.09338 , 120.012 , 0.044451 , 0 , 0.006779 , 0.634823 , 4 , -17.029 , 0.658755 , 0.183846 , 1
0.373441 , 0.156492 , 101.141 , 0.037335 , 1 , 0.879835 , 0.196013 , 3 , -11.426 , 0.034476 , 0.50268 , 1
